,State,County,Temp Avg,Year,Temp Max,Temp Min,Precipitation,Location
0,AK,Aleutians East Borough,38.8,2018,44.1,33.6,41.35,"Aleutians East Borough, AK"
1,AK,Aleutians East Borough,40.8,2019,45.8,35.8,57.44,"Aleutians East Borough, AK"
2,AK,Aleutians East Borough,41.3,2020,46.6,36.1,54.55,"Aleutians East Borough, AK"
3,AK,Aleutians West Census Area,39.7,2018,43.6,35.7,47.58,"Aleutians West Census Area, AK"
4,AK,Aleutians West Census Area,41.0,2019,44.7,37.3,69.95,"Aleutians West Census Area, AK"
5,AK,Aleutians West Census Area,40.9,2020,44.9,36.9,63.46,"Aleutians West Census Area, AK"
6,AK,Anchorage Municipality,32.9,2018,39.4,26.3,64.83,"Anchorage Municipality, AK"
7,AK,Anchorage Municipality,34.3,2019,40.9,27.8,73.43,"Anchorage Municipality, AK"
8,AK,Anchorage Municipality,35.3,2020,42.3,28.3,63.96,"Anchorage Municipality, AK"
9,AK,Bethel Census Area,33.1,2018,40.7,25.4,26.09,"Bethel Census Area, AK"
10,AK,Bethel Census Area,34.8,2019,41.7,28.0,26.39,"Bethel Census Area, AK"
11,AK,Bethel Census Area,34.6,2020,41.8,27.4,27.89,"Bethel Census Area, AK"
12,AK,Bristol Bay Borough,37.2,2018,45.2,29.2,22.72,"Bristol Bay Borough, AK"
13,AK,Bristol Bay Borough,39.5,2019,47.0,32.1,29.87,"Bristol Bay Borough, AK"
14,AK,Bristol Bay Borough,39.4,2020,47.6,31.2,24.82,"Bristol Bay Borough, AK"
15,AK,Denali Borough,28.6,2018,37.4,19.8,22.66,"Denali Borough, AK"
16,AK,Denali Borough,29.4,2019,37.8,21.0,26.4,"Denali Borough, AK"
17,AK,Denali Borough,29.5,2020,38.1,21.0,27.45,"Denali Borough, AK"
18,AK,Dillingham Census Area,35.4,2018,43.1,27.5,37.4,"Dillingham Census Area, AK"
19,AK,Dillingham Census Area,37.6,2019,44.6,30.4,44.65,"Dillingham Census Area, AK"
20,AK,Dillingham Census Area,37.3,2020,44.8,29.8,44.16,"Dillingham Census Area, AK"
21,AK,Fairbanks North Star Borough,29.4,2018,38.7,20.1,19.87,"Fairbanks North Star Borough, AK"
22,AK,Fairbanks North Star Borough,29.7,2019,38.6,20.9,20.42,"Fairbanks North Star Borough, AK"
23,AK,Fairbanks North Star Borough,30.6,2020,39.4,21.8,20.29,"Fairbanks North Star Borough, AK"
24,AK,Haines Borough,33.0,2018,39.2,26.8,82.66,"Haines Borough, AK"
25,AK,Haines Borough,34.6,2019,41.0,28.2,74.43,"Haines Borough, AK"
26,AK,Haines Borough,35.2,2020,41.7,28.7,78.51,"Haines Borough, AK"
27,AK,Hoonah-Angoon Census Area,36.6,2018,42.1,31.2,128.71,"Hoonah-Angoon Census Area, AK"
28,AK,Hoonah-Angoon Census Area,38.0,2019,43.7,32.4,115.19,"Hoonah-Angoon Census Area, AK"
29,AK,Hoonah-Angoon Census Area,38.4,2020,44.1,32.6,122.07,"Hoonah-Angoon Census Area, AK"
30,AK,Juneau City and Borough,33.3,2018,38.8,27.8,170.39,"Juneau City and Borough, AK"
31,AK,Juneau City and Borough,34.9,2019,40.5,29.3,140.18,"Juneau City and Borough, AK"
32,AK,Juneau City and Borough,35.4,2020,41.2,29.5,149.8,"Juneau City and Borough, AK"
33,AK,Kenai Peninsula Borough,33.9,2018,40.7,27.2,60.06,"Kenai Peninsula Borough, AK"
34,AK,Kenai Peninsula Borough,36.0,2019,42.8,29.2,66.12,"Kenai Peninsula Borough, AK"
35,AK,Kenai Peninsula Borough,36.5,2020,43.6,29.4,62.7,"Kenai Peninsula Borough, AK"
36,AK,Ketchikan Gateway Borough,40.6,2018,46.5,34.7,157.32,"Ketchikan Gateway Borough, AK"
37,AK,Ketchikan Gateway Borough,41.6,2019,47.5,35.8,124.64,"Ketchikan Gateway Borough, AK"
38,AK,Ketchikan Gateway Borough,40.9,2020,46.8,35.1,142.87,"Ketchikan Gateway Borough, AK"
39,AK,Kodiak Island Borough,38.7,2018,45.0,32.4,59.83,"Kodiak Island Borough, AK"
40,AK,Kodiak Island Borough,40.8,2019,47.2,34.4,67.96,"Kodiak Island Borough, AK"
41,AK,Kodiak Island Borough,41.3,2020,48.0,34.5,65.79,"Kodiak Island Borough, AK"
42,AK,Kusilvak Census Area,32.4,2018,39.2,25.5,24.03,"Kusilvak Census Area, AK"
43,AK,Kusilvak Census Area,33.9,2019,39.6,28.1,22.16,"Kusilvak Census Area, AK"
44,AK,Kusilvak Census Area,33.7,2020,39.7,27.7,27.11,"Kusilvak Census Area, AK"
45,AK,Lake and Peninsula Borough,36.2,2018,43.7,28.7,35.42,"Lake and Peninsula Borough, AK"
46,AK,Lake and Peninsula Borough,38.6,2019,45.9,31.2,44.54,"Lake and Peninsula Borough, AK"
47,AK,Lake and Peninsula Borough,38.8,2020,46.6,31.0,42.36,"Lake and Peninsula Borough, AK"
48,AK,Matanuska-Susitna Borough,30.2,2018,37.5,22.8,33.46,"Matanuska-Susitna Borough, AK"
49,AK,Matanuska-Susitna Borough,31.2,2019,38.6,23.9,39.18,"Matanuska-Susitna Borough, AK"
50,AK,Matanuska-Susitna Borough,31.8,2020,39.6,24.0,34.42,"Matanuska-Susitna Borough, AK"
51,AK,Nome Census Area,28.3,2018,34.6,22.0,16.7,"Nome Census Area, AK"
52,AK,Nome Census Area,30.0,2019,35.5,24.5,15.1,"Nome Census Area, AK"
53,AK,Nome Census Area,29.8,2020,35.4,24.3,18.61,"Nome Census Area, AK"
54,AK,North Slope Borough,19.1,2018,25.8,12.6,13.39,"North Slope Borough, AK"
55,AK,North Slope Borough,18.6,2019,25.1,12.0,12.62,"North Slope Borough, AK"
56,AK,North Slope Borough,20.7,2020,27.3,14.1,14.04,"North Slope Borough, AK"
57,AK,Northwest Arctic Borough,25.4,2018,32.6,18.1,17.32,"Northwest Arctic Borough, AK"
58,AK,Northwest Arctic Borough,27.2,2019,33.9,20.6,13.94,"Northwest Arctic Borough, AK"
59,AK,Northwest Arctic Borough,27.8,2020,34.6,20.9,15.57,"Northwest Arctic Borough, AK"
60,AK,Petersburg Borough,36.0,2018,41.4,30.6,168.75,"Petersburg Borough, AK"
61,AK,Petersburg Borough,37.3,2019,42.7,31.8,140.44,"Petersburg Borough, AK"
62,AK,Petersburg Borough,37.3,2020,42.7,31.9,161.85,"Petersburg Borough, AK"
63,AK,Prince of Wales-Hyder Census Area,43.2,2018,48.7,37.7,105.82,"Prince of Wales-Hyder Census Area, AK"
64,AK,Prince of Wales-Hyder Census Area,44.2,2019,49.6,38.8,88.86,"Prince of Wales-Hyder Census Area, AK"
65,AK,Prince of Wales-Hyder Census Area,43.5,2020,48.6,38.4,96.86,"Prince of Wales-Hyder Census Area, AK"
66,AK,Sitka City and Borough,40.3,2018,45.7,34.9,138.86,"Sitka City and Borough, AK"
67,AK,Sitka City and Borough,41.6,2019,47.0,36.1,124.54,"Sitka City and Borough, AK"
68,AK,Sitka City and Borough,41.6,2020,47.0,36.3,138.54,"Sitka City and Borough, AK"
69,AK,Skagway Municipality,29.9,2018,36.0,23.8,64.3,"Skagway Municipality, AK"
70,AK,Skagway Municipality,31.6,2019,37.6,25.6,65.22,"Skagway Municipality, AK"
71,AK,Skagway Municipality,32.4,2020,38.4,26.4,68.37,"Skagway Municipality, AK"
72,AK,Southeast Fairbanks Census Area,26.3,2018,35.3,17.3,20.95,"Southeast Fairbanks Census Area, AK"
73,AK,Southeast Fairbanks Census Area,26.6,2019,35.4,17.8,21.98,"Southeast Fairbanks Census Area, AK"
74,AK,Southeast Fairbanks Census Area,27.7,2020,36.4,19.0,21.35,"Southeast Fairbanks Census Area, AK"
75,AK,Valdez-Cordova Census Area,27.8,2018,36.0,19.5,79.82,"Valdez-Cordova Census Area, AK"
76,AK,Valdez-Cordova Census Area,28.7,2019,36.8,20.5,81.93,"Valdez-Cordova Census Area, AK"
77,AK,Valdez-Cordova Census Area,30.2,2020,38.7,21.6,65.78,"Valdez-Cordova Census Area, AK"
78,AK,Wrangell City and Borough,39.8,2018,45.4,34.2,134.07,"Wrangell City and Borough, AK"
79,AK,Wrangell City and Borough,41.0,2019,46.6,35.4,109.64,"Wrangell City and Borough, AK"
80,AK,Wrangell City and Borough,40.5,2020,46.1,35.0,123.54,"Wrangell City and Borough, AK"
81,AK,Yakutat City and Borough,33.4,2018,40.2,26.6,183.96,"Yakutat City and Borough, AK"
82,AK,Yakutat City and Borough,34.7,2019,41.6,27.8,182.85,"Yakutat City and Borough, AK"
83,AK,Yakutat City and Borough,35.7,2020,42.9,28.6,156.47,"Yakutat City and Borough, AK"
84,AK,Yukon-Koyukuk Census Area,28.1,2018,36.8,19.4,18.03,"Yukon-Koyukuk Census Area, AK"
85,AK,Yukon-Koyukuk Census Area,28.6,2019,36.6,20.6,17.99,"Yukon-Koyukuk Census Area, AK"
86,AK,Yukon-Koyukuk Census Area,28.7,2020,37.0,20.5,18.23,"Yukon-Koyukuk Census Area, AK"
87,AL,Autauga County,64.7,2018,76.1,53.3,58.28,"Autauga County, AL"
88,AL,Autauga County,65.7,2019,76.6,54.7,70.98,"Autauga County, AL"
89,AL,Autauga County,67.0,2020,79.0,55.1,48.39,"Autauga County, AL"
90,AL,Baldwin County,67.9,2018,77.8,57.9,74.08,"Baldwin County, AL"
91,AL,Baldwin County,68.6,2019,78.3,58.8,75.8,"Baldwin County, AL"
92,AL,Baldwin County,69.1,2020,79.2,59.0,57.1,"Baldwin County, AL"
93,AL,Barbour County,66.0,2018,77.6,54.3,51.0,"Barbour County, AL"
94,AL,Barbour County,66.3,2019,76.9,55.7,64.46,"Barbour County, AL"
95,AL,Barbour County,67.2,2020,78.5,55.8,47.66,"Barbour County, AL"
96,AL,Bibb County,63.2,2018,74.6,51.8,53.04,"Bibb County, AL"
97,AL,Bibb County,64.4,2019,75.4,53.3,68.09,"Bibb County, AL"
98,AL,Bibb County,65.2,2020,77.0,53.4,53.28,"Bibb County, AL"
99,AL,Blount County,62.0,2018,72.8,51.2,57.41,"Blount County, AL"
100,AL,Blount County,63.1,2019,72.8,53.3,66.56,"Blount County, AL"
101,AL,Blount County,63.9,2020,74.2,53.5,64.64,"Blount County, AL"
102,AL,Bullock County,65.4,2018,76.7,54.0,55.23,"Bullock County, AL"
103,AL,Bullock County,65.8,2019,76.6,55.1,62.86,"Bullock County, AL"
104,AL,Bullock County,66.8,2020,78.1,55.5,48.05,"Bullock County, AL"
105,AL,Butler County,65.6,2018,77.2,53.9,61.23,"Butler County, AL"
106,AL,Butler County,66.3,2019,77.5,55.1,69.99,"Butler County, AL"
107,AL,Butler County,67.4,2020,79.0,55.8,49.04,"Butler County, AL"
108,AL,Calhoun County,62.5,2018,73.8,51.2,53.71,"Calhoun County, AL"
109,AL,Calhoun County,63.4,2019,74.3,52.5,62.6,"Calhoun County, AL"
110,AL,Calhoun County,64.1,2020,75.7,52.5,58.46,"Calhoun County, AL"
111,AL,Chambers County,62.5,2018,74.3,50.8,53.28,"Chambers County, AL"
112,AL,Chambers County,63.5,2019,74.6,52.5,66.5,"Chambers County, AL"
113,AL,Chambers County,64.2,2020,76.3,52.1,56.1,"Chambers County, AL"
114,AL,Cherokee County,61.9,2018,73.0,50.8,54.53,"Cherokee County, AL"
115,AL,Cherokee County,62.5,2019,72.8,52.1,70.89,"Cherokee County, AL"
116,AL,Cherokee County,63.2,2020,74.4,52.1,61.63,"Cherokee County, AL"
117,AL,Chilton County,62.9,2018,74.5,51.4,55.73,"Chilton County, AL"
118,AL,Chilton County,64.0,2019,75.1,52.9,71.71,"Chilton County, AL"
119,AL,Chilton County,65.4,2020,77.6,53.3,48.25,"Chilton County, AL"
120,AL,Choctaw County,65.5,2018,76.7,54.3,53.86,"Choctaw County, AL"
121,AL,Choctaw County,66.6,2019,77.5,55.6,65.56,"Choctaw County, AL"
122,AL,Choctaw County,66.7,2020,77.9,55.5,59.44,"Choctaw County, AL"
123,AL,Clarke County,65.8,2018,76.7,54.8,66.25,"Clarke County, AL"
124,AL,Clarke County,66.9,2019,77.4,56.3,70.79,"Clarke County, AL"
125,AL,Clarke County,67.2,2020,78.1,56.3,50.47,"Clarke County, AL"
126,AL,Clay County,61.7,2018,73.2,50.1,61.65,"Clay County, AL"
127,AL,Clay County,62.7,2019,73.8,51.5,69.92,"Clay County, AL"
128,AL,Clay County,63.4,2020,75.5,51.3,59.97,"Clay County, AL"
129,AL,Cleburne County,61.8,2018,73.3,50.2,57.04,"Cleburne County, AL"
130,AL,Cleburne County,62.4,2019,73.7,51.2,68.82,"Cleburne County, AL"
131,AL,Cleburne County,63.1,2020,75.1,51.2,54.7,"Cleburne County, AL"
132,AL,Coffee County,66.2,2018,77.8,54.6,58.97,"Coffee County, AL"
133,AL,Coffee County,67.0,2019,78.0,56.1,73.52,"Coffee County, AL"
134,AL,Coffee County,68.1,2020,80.1,56.1,44.32,"Coffee County, AL"
135,AL,Colbert County,60.9,2018,72.6,49.1,52.88,"Colbert County, AL"
136,AL,Colbert County,62.0,2019,72.9,51.1,66.86,"Colbert County, AL"
137,AL,Colbert County,62.5,2020,73.8,51.2,74.29,"Colbert County, AL"
138,AL,Conecuh County,65.8,2018,77.2,54.5,61.57,"Conecuh County, AL"
139,AL,Conecuh County,67.3,2019,78.0,56.6,68.97,"Conecuh County, AL"
140,AL,Conecuh County,68.1,2020,79.0,57.2,55.41,"Conecuh County, AL"
141,AL,Coosa County,62.8,2018,74.5,51.2,59.82,"Coosa County, AL"
142,AL,Coosa County,63.7,2019,74.8,52.6,70.3,"Coosa County, AL"
143,AL,Coosa County,64.9,2020,77.1,52.8,53.23,"Coosa County, AL"
144,AL,Covington County,66.1,2018,77.7,54.6,60.04,"Covington County, AL"
145,AL,Covington County,67.3,2019,78.4,56.1,73.91,"Covington County, AL"
146,AL,Covington County,68.1,2020,79.9,56.2,48.97,"Covington County, AL"
147,AL,Crenshaw County,65.4,2018,77.2,53.6,62.66,"Crenshaw County, AL"
148,AL,Crenshaw County,65.9,2019,77.4,54.4,69.47,"Crenshaw County, AL"
149,AL,Crenshaw County,67.0,2020,79.0,55.0,48.3,"Crenshaw County, AL"
150,AL,Cullman County,61.3,2018,72.2,50.4,56.27,"Cullman County, AL"
151,AL,Cullman County,62.6,2019,71.9,53.2,67.26,"Cullman County, AL"
152,AL,Cullman County,63.3,2020,73.3,53.2,67.65,"Cullman County, AL"
153,AL,Dale County,66.6,2018,78.1,55.1,56.69,"Dale County, AL"
154,AL,Dale County,67.3,2019,77.9,56.7,71.19,"Dale County, AL"
155,AL,Dale County,68.3,2020,79.9,56.7,44.54,"Dale County, AL"
156,AL,Dallas County,65.2,2018,76.6,53.8,51.4,"Dallas County, AL"
157,AL,Dallas County,66.4,2019,77.3,55.4,67.11,"Dallas County, AL"
158,AL,Dallas County,67.3,2020,79.1,55.5,44.93,"Dallas County, AL"
159,AL,DeKalb County,60.3,2018,70.7,50.0,59.72,"DeKalb County, AL"
160,AL,DeKalb County,60.8,2019,70.2,51.3,71.44,"DeKalb County, AL"
161,AL,DeKalb County,61.5,2020,71.8,51.2,64.22,"DeKalb County, AL"
162,AL,Elmore County,64.8,2018,76.2,53.4,62.64,"Elmore County, AL"
163,AL,Elmore County,65.5,2019,76.4,54.5,65.51,"Elmore County, AL"
164,AL,Elmore County,66.6,2020,78.4,54.7,50.2,"Elmore County, AL"
165,AL,Escambia County,66.4,2018,77.6,55.2,66.63,"Escambia County, AL"
166,AL,Escambia County,67.8,2019,78.4,57.2,71.14,"Escambia County, AL"
167,AL,Escambia County,68.6,2020,79.5,57.6,56.06,"Escambia County, AL"
168,AL,Etowah County,62.2,2018,73.0,51.3,54.07,"Etowah County, AL"
169,AL,Etowah County,63.1,2019,73.2,53.0,65.47,"Etowah County, AL"
170,AL,Etowah County,63.8,2020,74.5,53.0,65.29,"Etowah County, AL"
171,AL,Fayette County,63.2,2018,74.5,52.0,52.04,"Fayette County, AL"
172,AL,Fayette County,63.9,2019,74.5,53.2,76.3,"Fayette County, AL"
173,AL,Fayette County,64.1,2020,75.3,53.0,80.22,"Fayette County, AL"
174,AL,Franklin County,60.7,2018,72.0,49.3,56.5,"Franklin County, AL"
175,AL,Franklin County,61.9,2019,72.5,51.3,68.14,"Franklin County, AL"
176,AL,Franklin County,62.3,2020,73.4,51.0,78.4,"Franklin County, AL"
177,AL,Geneva County,66.9,2018,78.5,55.3,52.71,"Geneva County, AL"
178,AL,Geneva County,68.1,2019,78.9,57.3,78.04,"Geneva County, AL"
179,AL,Geneva County,68.7,2020,80.8,56.6,44.53,"Geneva County, AL"
180,AL,Greene County,64.3,2018,75.4,53.1,52.55,"Greene County, AL"
181,AL,Greene County,65.3,2019,76.0,54.6,65.36,"Greene County, AL"
182,AL,Greene County,65.4,2020,76.5,54.3,64.14,"Greene County, AL"
183,AL,Hale County,64.2,2018,75.3,53.0,48.44,"Hale County, AL"
184,AL,Hale County,65.3,2019,76.1,54.5,61.92,"Hale County, AL"
185,AL,Hale County,65.5,2020,76.7,54.3,59.27,"Hale County, AL"
186,AL,Henry County,66.9,2018,78.4,55.4,48.92,"Henry County, AL"
187,AL,Henry County,67.4,2019,77.8,57.0,67.33,"Henry County, AL"
188,AL,Henry County,68.2,2020,79.4,57.0,45.73,"Henry County, AL"
189,AL,Houston County,67.5,2018,78.9,56.1,50.19,"Houston County, AL"
190,AL,Houston County,68.4,2019,78.9,58.0,73.24,"Houston County, AL"
191,AL,Houston County,69.3,2020,80.7,57.8,42.79,"Houston County, AL"
192,AL,Jackson County,60.4,2018,71.0,49.8,61.36,"Jackson County, AL"
193,AL,Jackson County,61.0,2019,70.5,51.4,71.32,"Jackson County, AL"
194,AL,Jackson County,61.4,2020,71.9,50.9,66.32,"Jackson County, AL"
195,AL,Jefferson County,63.0,2018,74.1,51.8,57.67,"Jefferson County, AL"
196,AL,Jefferson County,64.0,2019,74.9,53.1,66.38,"Jefferson County, AL"
197,AL,Jefferson County,64.8,2020,76.3,53.3,54.37,"Jefferson County, AL"
198,AL,Lamar County,63.7,2018,75.1,52.4,49.24,"Lamar County, AL"
199,AL,Lamar County,63.9,2019,74.5,53.3,69.76,"Lamar County, AL"
200,AL,Lamar County,64.2,2020,75.1,53.2,79.37,"Lamar County, AL"
201,AL,Lauderdale County,60.6,2018,72.3,48.8,51.85,"Lauderdale County, AL"
202,AL,Lauderdale County,61.6,2019,72.4,50.7,67.93,"Lauderdale County, AL"
203,AL,Lauderdale County,62.2,2020,73.5,50.9,73.24,"Lauderdale County, AL"
204,AL,Lawrence County,60.6,2018,71.8,49.4,52.2,"Lawrence County, AL"
205,AL,Lawrence County,61.7,2019,72.4,51.0,68.61,"Lawrence County, AL"
206,AL,Lawrence County,62.1,2020,73.2,51.1,71.3,"Lawrence County, AL"
207,AL,Lee County,63.8,2018,74.9,52.8,53.13,"Lee County, AL"
208,AL,Lee County,64.9,2019,75.3,54.6,65.01,"Lee County, AL"
209,AL,Lee County,65.5,2020,76.9,54.1,52.97,"Lee County, AL"
210,AL,Limestone County,61.0,2018,71.4,50.5,53.11,"Limestone County, AL"
211,AL,Limestone County,61.8,2019,72.0,51.6,70.08,"Limestone County, AL"
212,AL,Limestone County,62.7,2020,73.4,51.9,69.01,"Limestone County, AL"
213,AL,Lowndes County,65.9,2018,77.2,54.5,60.04,"Lowndes County, AL"
214,AL,Lowndes County,66.5,2019,77.6,55.5,65.0,"Lowndes County, AL"
215,AL,Lowndes County,67.7,2020,79.6,55.8,47.03,"Lowndes County, AL"
216,AL,Macon County,65.1,2018,76.2,54.1,55.03,"Macon County, AL"
217,AL,Macon County,65.8,2019,76.3,55.3,61.78,"Macon County, AL"
218,AL,Macon County,66.5,2020,77.8,55.2,49.27,"Macon County, AL"
219,AL,Madison County,61.1,2018,71.7,50.4,56.63,"Madison County, AL"
220,AL,Madison County,61.8,2019,71.8,51.8,70.52,"Madison County, AL"
221,AL,Madison County,62.5,2020,73.1,51.8,68.99,"Madison County, AL"
222,AL,Marengo County,65.0,2018,76.6,53.3,48.66,"Marengo County, AL"
223,AL,Marengo County,66.0,2019,77.3,54.7,55.46,"Marengo County, AL"
224,AL,Marengo County,66.2,2020,77.8,54.6,47.85,"Marengo County, AL"
225,AL,Marion County,61.7,2018,73.0,50.4,55.06,"Marion County, AL"
226,AL,Marion County,62.5,2019,72.9,52.0,70.48,"Marion County, AL"
227,AL,Marion County,62.8,2020,74.0,51.7,80.9,"Marion County, AL"
228,AL,Marshall County,61.6,2018,71.9,51.3,55.08,"Marshall County, AL"
229,AL,Marshall County,62.2,2019,71.7,52.6,65.67,"Marshall County, AL"
230,AL,Marshall County,63.0,2020,73.2,52.7,65.57,"Marshall County, AL"
231,AL,Mobile County,67.7,2018,77.8,57.6,72.83,"Mobile County, AL"
232,AL,Mobile County,68.7,2019,78.7,58.6,71.42,"Mobile County, AL"
233,AL,Mobile County,69.1,2020,79.5,58.8,61.71,"Mobile County, AL"
234,AL,Monroe County,66.1,2018,77.2,55.0,64.59,"Monroe County, AL"
235,AL,Monroe County,67.4,2019,77.9,56.9,67.57,"Monroe County, AL"
236,AL,Monroe County,68.2,2020,79.0,57.3,50.33,"Monroe County, AL"
237,AL,Montgomery County,66.0,2018,77.4,54.5,61.89,"Montgomery County, AL"
238,AL,Montgomery County,66.4,2019,77.7,55.2,64.9,"Montgomery County, AL"
239,AL,Montgomery County,67.5,2020,79.2,55.7,48.85,"Montgomery County, AL"
240,AL,Morgan County,61.2,2018,72.0,50.5,51.87,"Morgan County, AL"
241,AL,Morgan County,62.2,2019,72.0,52.4,67.39,"Morgan County, AL"
242,AL,Morgan County,62.9,2020,73.2,52.5,66.47,"Morgan County, AL"
243,AL,Perry County,64.2,2018,75.6,52.8,48.93,"Perry County, AL"
244,AL,Perry County,65.4,2019,76.4,54.3,62.45,"Perry County, AL"
245,AL,Perry County,66.0,2020,77.6,54.4,48.97,"Perry County, AL"
246,AL,Pickens County,64.3,2018,75.3,53.2,49.84,"Pickens County, AL"
247,AL,Pickens County,65.0,2019,75.4,54.4,66.34,"Pickens County, AL"
248,AL,Pickens County,65.2,2020,76.0,54.3,74.18,"Pickens County, AL"
249,AL,Pike County,65.5,2018,77.0,54.0,64.7,"Pike County, AL"
250,AL,Pike County,65.9,2019,76.8,54.9,67.06,"Pike County, AL"
251,AL,Pike County,67.1,2020,78.6,55.6,49.33,"Pike County, AL"
252,AL,Randolph County,61.8,2018,73.7,49.9,57.35,"Randolph County, AL"
253,AL,Randolph County,62.8,2019,74.1,51.4,68.68,"Randolph County, AL"
254,AL,Randolph County,63.4,2020,75.6,51.3,56.79,"Randolph County, AL"
255,AL,Russell County,65.0,2018,76.6,53.4,44.71,"Russell County, AL"
256,AL,Russell County,66.1,2019,76.7,55.6,61.19,"Russell County, AL"
257,AL,Russell County,66.6,2020,78.3,55.0,49.43,"Russell County, AL"
258,AL,St. Clair County,62.5,2018,73.7,51.3,58.65,"St. Clair County, AL"
259,AL,St. Clair County,63.6,2019,74.2,52.9,65.2,"St. Clair County, AL"
260,AL,St. Clair County,64.2,2020,75.7,52.8,59.16,"St. Clair County, AL"
261,AL,Shelby County,62.9,2018,74.3,51.5,58.46,"Shelby County, AL"
262,AL,Shelby County,63.8,2019,75.0,52.7,69.42,"Shelby County, AL"
263,AL,Shelby County,64.8,2020,76.9,52.8,53.66,"Shelby County, AL"
264,AL,Sumter County,64.8,2018,76.3,53.4,49.99,"Sumter County, AL"
265,AL,Sumter County,65.8,2019,76.9,54.7,60.87,"Sumter County, AL"
266,AL,Sumter County,65.9,2020,77.3,54.5,58.74,"Sumter County, AL"
267,AL,Talladega County,62.7,2018,74.2,51.1,59.66,"Talladega County, AL"
268,AL,Talladega County,63.8,2019,74.9,52.7,67.28,"Talladega County, AL"
269,AL,Talladega County,64.5,2020,76.7,52.4,58.0,"Talladega County, AL"
270,AL,Tallapoosa County,62.9,2018,74.7,51.1,53.84,"Tallapoosa County, AL"
271,AL,Tallapoosa County,63.8,2019,75.0,52.6,64.42,"Tallapoosa County, AL"
272,AL,Tallapoosa County,64.6,2020,76.8,52.4,53.74,"Tallapoosa County, AL"
273,AL,Tuscaloosa County,63.7,2018,74.6,52.8,51.3,"Tuscaloosa County, AL"
274,AL,Tuscaloosa County,64.8,2019,75.5,54.2,69.09,"Tuscaloosa County, AL"
275,AL,Tuscaloosa County,65.1,2020,76.2,54.1,62.61,"Tuscaloosa County, AL"
276,AL,Walker County,62.4,2018,73.7,51.1,51.13,"Walker County, AL"
277,AL,Walker County,63.5,2019,74.2,52.7,66.27,"Walker County, AL"
278,AL,Walker County,64.0,2020,75.3,52.7,65.24,"Walker County, AL"
279,AL,Washington County,66.1,2018,76.9,55.2,71.18,"Washington County, AL"
280,AL,Washington County,67.1,2019,78.0,56.3,73.33,"Washington County, AL"
281,AL,Washington County,67.4,2020,78.4,56.4,63.35,"Washington County, AL"
282,AL,Wilcox County,65.6,2018,77.0,54.2,59.44,"Wilcox County, AL"
283,AL,Wilcox County,66.7,2019,77.7,55.8,61.27,"Wilcox County, AL"
284,AL,Wilcox County,67.5,2020,79.0,56.1,43.91,"Wilcox County, AL"
285,AL,Winston County,60.8,2018,72.0,49.5,55.66,"Winston County, AL"
286,AL,Winston County,61.7,2019,72.1,51.3,70.44,"Winston County, AL"
287,AL,Winston County,62.3,2020,73.3,51.2,77.07,"Winston County, AL"
288,AR,Arkansas County,63.4,2018,73.2,53.6,41.55,"Arkansas County, AR"
289,AR,Arkansas County,63.4,2019,72.7,54.1,57.54,"Arkansas County, AR"
290,AR,Arkansas County,63.6,2020,73.1,54.1,56.99,"Arkansas County, AR"
291,AR,Ashley County,65.0,2018,75.9,54.0,49.91,"Ashley County, AR"
292,AR,Ashley County,65.1,2019,75.4,54.8,70.39,"Ashley County, AR"
293,AR,Ashley County,65.3,2020,76.1,54.4,70.61,"Ashley County, AR"
294,AR,Baxter County,58.6,2018,70.1,47.1,48.55,"Baxter County, AR"
295,AR,Baxter County,58.2,2019,68.9,47.3,54.22,"Baxter County, AR"
296,AR,Baxter County,57.9,2020,68.8,47.1,63.06,"Baxter County, AR"
297,AR,Benton County,59.2,2018,70.4,48.0,50.95,"Benton County, AR"
298,AR,Benton County,58.3,2019,69.0,47.6,48.26,"Benton County, AR"
299,AR,Benton County,58.4,2020,68.8,47.9,70.98,"Benton County, AR"
300,AR,Boone County,58.4,2018,69.8,47.0,44.63,"Boone County, AR"
301,AR,Boone County,57.7,2019,68.4,46.8,54.22,"Boone County, AR"
302,AR,Boone County,57.6,2020,68.3,46.8,61.12,"Boone County, AR"
303,AR,Bradley County,64.4,2018,75.4,53.3,49.87,"Bradley County, AR"
304,AR,Bradley County,64.6,2019,75.1,54.1,73.15,"Bradley County, AR"
305,AR,Bradley County,64.5,2020,75.3,53.7,70.14,"Bradley County, AR"
306,AR,Calhoun County,63.6,2018,74.9,52.4,51.46,"Calhoun County, AR"
307,AR,Calhoun County,64.0,2019,74.6,53.3,76.35,"Calhoun County, AR"
308,AR,Calhoun County,63.7,2020,74.6,52.8,68.08,"Calhoun County, AR"
309,AR,Carroll County,58.5,2018,69.7,47.2,45.53,"Carroll County, AR"
310,AR,Carroll County,57.8,2019,68.4,47.2,53.54,"Carroll County, AR"
311,AR,Carroll County,57.7,2020,68.2,47.2,62.16,"Carroll County, AR"
312,AR,Chicot County,64.5,2018,74.6,54.4,51.52,"Chicot County, AR"
313,AR,Chicot County,64.5,2019,74.1,54.9,72.81,"Chicot County, AR"
314,AR,Chicot County,65.0,2020,75.1,54.9,70.07,"Chicot County, AR"
315,AR,Clark County,63.1,2018,74.4,51.7,47.94,"Clark County, AR"
316,AR,Clark County,63.4,2019,74.1,52.5,72.29,"Clark County, AR"
