,State,County,Temp Avg,Year,Temp Max,Temp Min,Precipitation,Location
1393,GA,Jasper County,65.1,2019,77.0,53.2,59.43,"Jasper County, GA"
1394,GA,Jasper County,65.8,2020,77.8,53.8,43.33,"Jasper County, GA"
1395,GA,Jeff Davis County,67.0,2018,78.3,55.7,40.39,"Jeff Davis County, GA"
1396,GA,Jeff Davis County,67.9,2019,78.7,57.2,51.28,"Jeff Davis County, GA"
1397,GA,Jeff Davis County,68.7,2020,80.2,57.1,37.87,"Jeff Davis County, GA"
1398,GA,Jefferson County,64.9,2018,76.9,53.0,37.92,"Jefferson County, GA"
1399,GA,Jefferson County,65.3,2019,76.4,54.3,56.68,"Jefferson County, GA"
1400,GA,Jefferson County,66.3,2020,78.2,54.4,49.04,"Jefferson County, GA"
1401,GA,Jenkins County,66.1,2018,77.8,54.4,38.32,"Jenkins County, GA"
1402,GA,Jenkins County,66.4,2019,77.7,55.0,55.73,"Jenkins County, GA"
1403,GA,Jenkins County,67.5,2020,79.7,55.2,44.66,"Jenkins County, GA"
1404,GA,Johnson County,65.6,2018,77.2,54.0,39.3,"Johnson County, GA"
1405,GA,Johnson County,66.0,2019,77.0,55.0,58.04,"Johnson County, GA"
1406,GA,Johnson County,67.0,2020,78.9,55.1,45.3,"Johnson County, GA"
1407,GA,Jones County,64.5,2018,76.6,52.4,39.82,"Jones County, GA"
1408,GA,Jones County,65.6,2019,77.3,54.0,56.92,"Jones County, GA"
1409,GA,Jones County,66.5,2020,78.7,54.2,43.21,"Jones County, GA"
1410,GA,Lamar County,63.7,2018,75.5,51.8,41.73,"Lamar County, GA"
1411,GA,Lamar County,64.7,2019,75.7,53.7,63.97,"Lamar County, GA"
1412,GA,Lamar County,65.7,2020,77.3,54.0,49.81,"Lamar County, GA"
1413,GA,Lanier County,67.6,2018,78.9,56.4,42.32,"Lanier County, GA"
1414,GA,Lanier County,68.0,2019,78.8,57.1,56.61,"Lanier County, GA"
1415,GA,Lanier County,68.5,2020,80.1,56.9,39.01,"Lanier County, GA"
1416,GA,Laurens County,66.3,2018,77.8,54.9,39.09,"Laurens County, GA"
1417,GA,Laurens County,66.8,2019,77.6,55.9,60.98,"Laurens County, GA"
1418,GA,Laurens County,67.9,2020,79.6,56.2,43.02,"Laurens County, GA"
1419,GA,Lee County,66.7,2018,78.0,55.4,44.65,"Lee County, GA"
1420,GA,Lee County,67.6,2019,78.2,57.0,64.08,"Lee County, GA"
1421,GA,Lee County,68.6,2020,79.7,57.4,50.1,"Lee County, GA"
1422,GA,Liberty County,68.1,2018,78.8,57.4,44.78,"Liberty County, GA"
1423,GA,Liberty County,68.4,2019,79.0,57.9,51.82,"Liberty County, GA"
1424,GA,Liberty County,69.6,2020,80.6,58.6,45.92,"Liberty County, GA"
1425,GA,Lincoln County,63.8,2018,75.3,52.3,39.23,"Lincoln County, GA"
1426,GA,Lincoln County,64.2,2019,74.8,53.7,53.73,"Lincoln County, GA"
1427,GA,Lincoln County,65.0,2020,76.3,53.7,43.5,"Lincoln County, GA"
1428,GA,Long County,68.0,2018,79.1,56.8,44.56,"Long County, GA"
1429,GA,Long County,68.5,2019,79.5,57.4,52.67,"Long County, GA"
1430,GA,Long County,69.5,2020,81.0,58.0,45.17,"Long County, GA"
1431,GA,Lowndes County,67.3,2018,78.5,56.0,43.07,"Lowndes County, GA"
1432,GA,Lowndes County,67.9,2019,78.8,57.0,62.28,"Lowndes County, GA"
1433,GA,Lowndes County,68.5,2020,79.8,57.1,38.9,"Lowndes County, GA"
1434,GA,Lumpkin County,58.3,2018,69.5,47.0,62.0,"Lumpkin County, GA"
1435,GA,Lumpkin County,58.8,2019,69.3,48.4,88.29,"Lumpkin County, GA"
1436,GA,Lumpkin County,59.9,2020,71.2,48.7,72.51,"Lumpkin County, GA"
1437,GA,McDuffie County,64.2,2018,76.0,52.4,38.37,"McDuffie County, GA"
1438,GA,McDuffie County,64.8,2019,75.6,53.9,53.85,"McDuffie County, GA"
1439,GA,McDuffie County,65.5,2020,77.1,54.0,44.81,"McDuffie County, GA"
1440,GA,McIntosh County,68.8,2018,78.8,58.8,44.33,"McIntosh County, GA"
1441,GA,McIntosh County,69.3,2019,79.2,59.4,51.88,"McIntosh County, GA"
1442,GA,McIntosh County,70.1,2020,80.2,59.9,47.01,"McIntosh County, GA"
1443,GA,Macon County,65.5,2018,77.2,53.7,40.47,"Macon County, GA"
1444,GA,Macon County,66.3,2019,77.3,55.3,58.83,"Macon County, GA"
1445,GA,Macon County,67.2,2020,79.1,55.4,45.24,"Macon County, GA"
1446,GA,Madison County,62.3,2018,73.2,51.4,49.36,"Madison County, GA"
1447,GA,Madison County,62.5,2019,72.8,52.2,68.78,"Madison County, GA"
1448,GA,Madison County,63.3,2020,74.4,52.3,52.89,"Madison County, GA"
1449,GA,Marion County,64.3,2018,75.8,52.8,43.49,"Marion County, GA"
1450,GA,Marion County,65.7,2019,76.3,55.1,62.22,"Marion County, GA"
1451,GA,Marion County,66.3,2020,77.9,54.8,51.43,"Marion County, GA"
1452,GA,Meriwether County,63.2,2018,74.6,51.7,46.32,"Meriwether County, GA"
1453,GA,Meriwether County,64.4,2019,74.9,53.9,68.19,"Meriwether County, GA"
1454,GA,Meriwether County,65.1,2020,76.4,53.7,57.82,"Meriwether County, GA"
1455,GA,Miller County,67.3,2018,78.9,55.6,42.22,"Miller County, GA"
1456,GA,Miller County,68.2,2019,78.9,57.5,68.69,"Miller County, GA"
1457,GA,Miller County,69.3,2020,80.6,58.0,40.3,"Miller County, GA"
1458,GA,Mitchell County,66.6,2018,78.0,55.2,38.39,"Mitchell County, GA"
1459,GA,Mitchell County,67.7,2019,78.3,57.1,63.25,"Mitchell County, GA"
1460,GA,Mitchell County,69.1,2020,80.1,58.0,42.42,"Mitchell County, GA"
1461,GA,Monroe County,64.1,2018,76.3,51.8,39.57,"Monroe County, GA"
1462,GA,Monroe County,65.2,2019,76.7,53.6,58.53,"Monroe County, GA"
1463,GA,Monroe County,66.0,2020,78.3,53.8,44.92,"Monroe County, GA"
1464,GA,Montgomery County,66.8,2018,77.7,55.9,41.73,"Montgomery County, GA"
1465,GA,Montgomery County,67.4,2019,78.2,56.6,59.32,"Montgomery County, GA"
1466,GA,Montgomery County,68.5,2020,80.1,56.8,37.66,"Montgomery County, GA"
1467,GA,Morgan County,63.5,2018,75.3,51.6,48.18,"Morgan County, GA"
1468,GA,Morgan County,64.2,2019,75.5,53.0,63.52,"Morgan County, GA"
1469,GA,Morgan County,65.1,2020,76.7,53.4,46.36,"Morgan County, GA"
1470,GA,Murray County,59.7,2018,70.9,48.4,61.65,"Murray County, GA"
1471,GA,Murray County,60.5,2019,70.6,50.4,88.59,"Murray County, GA"
1472,GA,Murray County,61.8,2020,73.0,50.6,67.13,"Murray County, GA"
1473,GA,Muscogee County,64.5,2018,76.0,53.1,43.18,"Muscogee County, GA"
1474,GA,Muscogee County,66.1,2019,76.6,55.6,63.15,"Muscogee County, GA"
1475,GA,Muscogee County,66.5,2020,78.3,54.8,52.2,"Muscogee County, GA"
1476,GA,Newton County,63.1,2018,75.1,51.1,45.11,"Newton County, GA"
1477,GA,Newton County,64.1,2019,75.4,52.7,64.4,"Newton County, GA"
1478,GA,Newton County,64.9,2020,76.5,53.3,45.68,"Newton County, GA"
1479,GA,Oconee County,63.0,2018,74.2,51.9,54.2,"Oconee County, GA"
1480,GA,Oconee County,63.2,2019,73.7,52.6,71.11,"Oconee County, GA"
1481,GA,Oconee County,64.2,2020,75.4,53.0,51.41,"Oconee County, GA"
1482,GA,Oglethorpe County,62.9,2018,74.3,51.6,49.53,"Oglethorpe County, GA"
1483,GA,Oglethorpe County,63.2,2019,73.9,52.5,62.61,"Oglethorpe County, GA"
1484,GA,Oglethorpe County,63.9,2020,75.3,52.5,47.77,"Oglethorpe County, GA"
1485,GA,Paulding County,61.7,2018,72.9,50.6,51.22,"Paulding County, GA"
1486,GA,Paulding County,62.4,2019,72.8,51.9,67.13,"Paulding County, GA"
1487,GA,Paulding County,63.2,2020,74.5,52.0,50.62,"Paulding County, GA"
1488,GA,Peach County,65.2,2018,77.0,53.4,37.8,"Peach County, GA"
1489,GA,Peach County,65.9,2019,77.0,54.8,58.71,"Peach County, GA"
1490,GA,Peach County,66.9,2020,79.1,54.6,44.99,"Peach County, GA"
1491,GA,Pickens County,59.1,2018,69.9,48.2,59.62,"Pickens County, GA"
1492,GA,Pickens County,59.5,2019,69.7,49.2,78.54,"Pickens County, GA"
1493,GA,Pickens County,60.8,2020,71.9,49.6,59.36,"Pickens County, GA"
1494,GA,Pierce County,68.9,2018,80.3,57.5,41.45,"Pierce County, GA"
1495,GA,Pierce County,69.1,2019,80.0,58.1,51.15,"Pierce County, GA"
1496,GA,Pierce County,69.4,2020,81.1,57.7,41.48,"Pierce County, GA"
1497,GA,Pike County,63.5,2018,75.0,52.1,43.85,"Pike County, GA"
1498,GA,Pike County,64.6,2019,75.1,54.1,67.13,"Pike County, GA"
1499,GA,Pike County,65.5,2020,76.8,54.4,55.12,"Pike County, GA"
1500,GA,Polk County,61.9,2018,73.2,50.5,47.64,"Polk County, GA"
1501,GA,Polk County,62.4,2019,73.1,51.7,69.96,"Polk County, GA"
1502,GA,Polk County,63.2,2020,74.8,51.5,53.81,"Polk County, GA"
1503,GA,Pulaski County,66.7,2018,78.3,55.1,40.09,"Pulaski County, GA"
1504,GA,Pulaski County,67.0,2019,77.9,56.0,64.38,"Pulaski County, GA"
1505,GA,Pulaski County,68.0,2020,79.9,56.2,46.39,"Pulaski County, GA"
1506,GA,Putnam County,64.1,2018,76.1,52.0,42.37,"Putnam County, GA"
1507,GA,Putnam County,65.3,2019,77.0,53.6,57.79,"Putnam County, GA"
1508,GA,Putnam County,66.0,2020,78.0,54.0,42.71,"Putnam County, GA"
1509,GA,Quitman County,66.2,2018,78.1,54.2,43.24,"Quitman County, GA"
1510,GA,Quitman County,66.6,2019,77.3,56.0,62.87,"Quitman County, GA"
1511,GA,Quitman County,67.3,2020,78.7,55.9,47.93,"Quitman County, GA"
1512,GA,Rabun County,57.4,2018,68.3,46.6,58.21,"Rabun County, GA"
1513,GA,Rabun County,58.0,2019,67.7,48.4,97.51,"Rabun County, GA"
1514,GA,Rabun County,59.0,2020,69.5,48.4,79.16,"Rabun County, GA"
1515,GA,Randolph County,66.2,2018,77.9,54.4,42.64,"Randolph County, GA"
1516,GA,Randolph County,66.8,2019,77.4,56.1,63.13,"Randolph County, GA"
1517,GA,Randolph County,67.6,2020,78.8,56.4,51.19,"Randolph County, GA"
1518,GA,Richmond County,65.9,2018,77.6,54.2,36.51,"Richmond County, GA"
1519,GA,Richmond County,66.2,2019,76.9,55.4,57.29,"Richmond County, GA"
1520,GA,Richmond County,67.2,2020,78.7,55.7,46.79,"Richmond County, GA"
1521,GA,Rockdale County,62.9,2018,74.4,51.4,48.26,"Rockdale County, GA"
1522,GA,Rockdale County,63.5,2019,74.3,52.7,68.95,"Rockdale County, GA"
1523,GA,Rockdale County,64.5,2020,75.8,53.2,48.51,"Rockdale County, GA"
1524,GA,Schley County,64.9,2018,76.3,53.4,43.91,"Schley County, GA"
1525,GA,Schley County,66.0,2019,76.7,55.3,60.87,"Schley County, GA"
1526,GA,Schley County,66.9,2020,78.2,55.5,49.33,"Schley County, GA"
1527,GA,Screven County,66.3,2018,77.8,54.7,41.25,"Screven County, GA"
1528,GA,Screven County,66.4,2019,77.6,55.2,55.61,"Screven County, GA"
1529,GA,Screven County,67.6,2020,79.7,55.6,44.6,"Screven County, GA"
1530,GA,Seminole County,68.1,2018,79.6,56.5,46.7,"Seminole County, GA"
1531,GA,Seminole County,68.8,2019,79.5,58.2,71.51,"Seminole County, GA"
1532,GA,Seminole County,69.8,2020,81.1,58.4,39.27,"Seminole County, GA"
1533,GA,Spalding County,63.7,2018,75.2,52.2,46.48,"Spalding County, GA"
1534,GA,Spalding County,64.6,2019,75.2,53.9,67.18,"Spalding County, GA"
1535,GA,Spalding County,65.5,2020,76.7,54.3,50.32,"Spalding County, GA"
1536,GA,Stephens County,61.5,2018,72.3,50.8,50.12,"Stephens County, GA"
1537,GA,Stephens County,61.7,2019,71.7,51.7,75.65,"Stephens County, GA"
1538,GA,Stephens County,62.7,2020,73.5,51.9,55.37,"Stephens County, GA"
1539,GA,Stewart County,65.2,2018,77.1,53.2,42.98,"Stewart County, GA"
1540,GA,Stewart County,66.3,2019,77.1,55.4,62.27,"Stewart County, GA"
1541,GA,Stewart County,66.9,2020,78.5,55.2,50.87,"Stewart County, GA"
1542,GA,Sumter County,65.9,2018,77.2,54.5,45.5,"Sumter County, GA"
1543,GA,Sumter County,66.8,2019,77.5,56.1,62.78,"Sumter County, GA"
1544,GA,Sumter County,67.7,2020,78.9,56.5,49.99,"Sumter County, GA"
1545,GA,Talbot County,63.6,2018,75.1,52.0,41.76,"Talbot County, GA"
1546,GA,Talbot County,64.9,2019,75.3,54.5,64.06,"Talbot County, GA"
1547,GA,Talbot County,65.6,2020,77.2,53.9,54.82,"Talbot County, GA"
1548,GA,Taliaferro County,63.5,2018,75.3,51.7,41.14,"Taliaferro County, GA"
1549,GA,Taliaferro County,63.8,2019,74.7,53.0,53.99,"Taliaferro County, GA"
1550,GA,Taliaferro County,64.6,2020,76.2,53.0,43.71,"Taliaferro County, GA"
1551,GA,Tattnall County,67.1,2018,78.1,56.1,43.7,"Tattnall County, GA"
1552,GA,Tattnall County,67.7,2019,78.9,56.6,51.78,"Tattnall County, GA"
1553,GA,Tattnall County,68.9,2020,80.6,57.2,43.44,"Tattnall County, GA"
1554,GA,Taylor County,64.3,2018,75.9,52.7,40.24,"Taylor County, GA"
1555,GA,Taylor County,65.4,2019,76.1,54.7,59.89,"Taylor County, GA"
1556,GA,Taylor County,66.3,2020,78.0,54.5,48.27,"Taylor County, GA"
1557,GA,Telfair County,67.0,2018,78.2,55.8,40.34,"Telfair County, GA"
1558,GA,Telfair County,67.7,2019,78.3,57.1,57.69,"Telfair County, GA"
1559,GA,Telfair County,68.8,2020,80.2,57.4,41.22,"Telfair County, GA"
1560,GA,Terrell County,66.3,2018,77.7,54.9,43.89,"Terrell County, GA"
1561,GA,Terrell County,67.2,2019,77.8,56.5,63.61,"Terrell County, GA"
1562,GA,Terrell County,68.2,2020,79.2,57.1,52.3,"Terrell County, GA"
1563,GA,Thomas County,66.8,2018,78.1,55.5,40.75,"Thomas County, GA"
1564,GA,Thomas County,67.8,2019,78.4,57.3,67.4,"Thomas County, GA"
1565,GA,Thomas County,69.0,2020,80.0,58.0,39.32,"Thomas County, GA"
1566,GA,Tift County,66.4,2018,77.7,55.1,42.36,"Tift County, GA"
1567,GA,Tift County,67.3,2019,78.2,56.4,59.88,"Tift County, GA"
1568,GA,Tift County,68.2,2020,79.3,57.0,42.1,"Tift County, GA"
1569,GA,Toombs County,66.9,2018,77.8,56.0,42.14,"Toombs County, GA"
1570,GA,Toombs County,67.5,2019,78.5,56.5,54.22,"Toombs County, GA"
1571,GA,Toombs County,68.6,2020,80.3,56.8,39.46,"Toombs County, GA"
1572,GA,Towns County,56.2,2018,67.6,44.8,58.07,"Towns County, GA"
1573,GA,Towns County,57.2,2019,67.4,47.0,92.7,"Towns County, GA"
1574,GA,Towns County,58.1,2020,69.3,46.9,75.02,"Towns County, GA"
1575,GA,Treutlen County,66.5,2018,77.4,55.6,40.86,"Treutlen County, GA"
1576,GA,Treutlen County,66.8,2019,77.7,55.9,61.21,"Treutlen County, GA"
1577,GA,Treutlen County,67.9,2020,79.7,56.2,39.86,"Treutlen County, GA"
1578,GA,Troup County,63.0,2018,74.6,51.3,52.26,"Troup County, GA"
1579,GA,Troup County,64.1,2019,75.0,53.3,67.37,"Troup County, GA"
1580,GA,Troup County,64.7,2020,76.4,53.0,55.74,"Troup County, GA"
1581,GA,Turner County,66.5,2018,78.0,54.9,43.79,"Turner County, GA"
1582,GA,Turner County,67.2,2019,78.1,56.4,63.42,"Turner County, GA"
1583,GA,Turner County,68.2,2020,79.7,56.8,45.49,"Turner County, GA"
1584,GA,Twiggs County,65.6,2018,77.2,54.0,37.56,"Twiggs County, GA"
1585,GA,Twiggs County,66.2,2019,77.3,55.2,59.74,"Twiggs County, GA"
1586,GA,Twiggs County,67.2,2020,79.4,55.1,45.49,"Twiggs County, GA"
1587,GA,Union County,56.2,2018,67.8,44.6,60.67,"Union County, GA"
1588,GA,Union County,57.2,2019,67.6,46.8,89.49,"Union County, GA"
1589,GA,Union County,58.1,2020,69.6,46.7,73.07,"Union County, GA"
1590,GA,Upson County,63.8,2018,75.4,52.1,39.35,"Upson County, GA"
1591,GA,Upson County,64.9,2019,75.5,54.3,64.23,"Upson County, GA"
1592,GA,Upson County,65.8,2020,77.4,54.2,54.72,"Upson County, GA"
1593,GA,Walker County,60.0,2018,70.8,49.3,49.04,"Walker County, GA"
1594,GA,Walker County,61.1,2019,70.8,51.5,65.43,"Walker County, GA"
1595,GA,Walker County,62.2,2020,72.8,51.7,55.35,"Walker County, GA"
1596,GA,Walton County,62.6,2018,74.0,51.3,51.14,"Walton County, GA"
1597,GA,Walton County,63.0,2019,73.7,52.4,70.24,"Walton County, GA"
1598,GA,Walton County,64.0,2020,75.2,52.8,50.11,"Walton County, GA"
1599,GA,Ware County,69.1,2018,80.6,57.6,41.92,"Ware County, GA"
1600,GA,Ware County,69.1,2019,80.0,58.2,49.72,"Ware County, GA"
1601,GA,Ware County,69.7,2020,81.3,58.0,37.01,"Ware County, GA"
1602,GA,Warren County,63.9,2018,75.8,52.1,38.68,"Warren County, GA"
1603,GA,Warren County,64.4,2019,75.4,53.6,54.41,"Warren County, GA"
1604,GA,Warren County,65.3,2020,77.0,53.6,44.81,"Warren County, GA"
1605,GA,Washington County,65.0,2018,76.9,53.2,38.99,"Washington County, GA"
1606,GA,Washington County,65.6,2019,76.6,54.5,57.15,"Washington County, GA"
1607,GA,Washington County,66.5,2020,78.5,54.5,44.78,"Washington County, GA"
1608,GA,Wayne County,68.3,2018,79.5,57.0,44.04,"Wayne County, GA"
1609,GA,Wayne County,68.8,2019,79.8,57.7,53.78,"Wayne County, GA"
1610,GA,Wayne County,69.4,2020,80.9,57.8,45.11,"Wayne County, GA"
1611,GA,Webster County,65.1,2018,76.7,53.5,44.33,"Webster County, GA"
1612,GA,Webster County,66.3,2019,77.1,55.4,63.03,"Webster County, GA"
1613,GA,Webster County,67.0,2020,78.4,55.7,51.89,"Webster County, GA"
1614,GA,Wheeler County,67.0,2018,78.2,55.7,41.0,"Wheeler County, GA"
1615,GA,Wheeler County,67.6,2019,78.3,56.9,60.29,"Wheeler County, GA"
1616,GA,Wheeler County,68.6,2020,80.2,57.1,38.98,"Wheeler County, GA"
1617,GA,White County,58.5,2018,69.6,47.5,58.87,"White County, GA"
1618,GA,White County,59.1,2019,69.4,48.9,95.73,"White County, GA"
1619,GA,White County,60.1,2020,71.0,49.2,73.43,"White County, GA"
1620,GA,Whitfield County,60.3,2018,71.5,49.2,54.7,"Whitfield County, GA"
1621,GA,Whitfield County,61.4,2019,71.4,51.3,76.12,"Whitfield County, GA"
1622,GA,Whitfield County,62.7,2020,73.7,51.6,60.14,"Whitfield County, GA"
1623,GA,Wilcox County,66.9,2018,78.4,55.4,41.39,"Wilcox County, GA"
1624,GA,Wilcox County,67.4,2019,78.1,56.6,62.85,"Wilcox County, GA"
1625,GA,Wilcox County,68.4,2020,80.0,56.8,45.83,"Wilcox County, GA"
1626,GA,Wilkes County,63.3,2018,74.8,51.8,40.91,"Wilkes County, GA"
1627,GA,Wilkes County,63.7,2019,74.2,53.1,54.13,"Wilkes County, GA"
1628,GA,Wilkes County,64.3,2020,75.6,53.0,43.2,"Wilkes County, GA"
1629,GA,Wilkinson County,65.5,2018,77.2,53.8,38.31,"Wilkinson County, GA"
1630,GA,Wilkinson County,66.2,2019,77.3,55.0,57.92,"Wilkinson County, GA"
1631,GA,Wilkinson County,67.1,2020,79.2,55.0,44.04,"Wilkinson County, GA"
1632,GA,Worth County,66.4,2018,77.6,55.2,42.21,"Worth County, GA"
1633,GA,Worth County,67.4,2019,78.0,56.7,62.1,"Worth County, GA"
1634,GA,Worth County,68.3,2020,79.5,57.2,45.5,"Worth County, GA"
1635,IA,Adair County,50.6,2018,61.5,39.6,35.7,"Adair County, IA"
1636,IA,Adair County,48.3,2019,58.4,38.3,40.21,"Adair County, IA"
1637,IA,Adair County,47.9,2020,58.0,37.8,40.52,"Adair County, IA"
1638,IA,Adams County,51.2,2018,62.3,40.0,33.3,"Adams County, IA"
1639,IA,Adams County,49.3,2019,59.6,38.9,41.55,"Adams County, IA"
1640,IA,Adams County,48.6,2020,58.8,38.4,41.64,"Adams County, IA"
1641,IA,Allamakee County,47.5,2018,57.1,37.9,35.19,"Allamakee County, IA"
1642,IA,Allamakee County,45.7,2019,54.7,36.8,55.63,"Allamakee County, IA"
1643,IA,Allamakee County,45.6,2020,54.3,36.9,50.39,"Allamakee County, IA"
1644,IA,Appanoose County,52.0,2018,63.2,40.9,30.79,"Appanoose County, IA"
1645,IA,Appanoose County,50.5,2019,61.3,39.6,38.1,"Appanoose County, IA"
1646,IA,Appanoose County,49.9,2020,60.2,39.6,50.95,"Appanoose County, IA"
1647,IA,Audubon County,49.6,2018,60.5,38.8,36.8,"Audubon County, IA"
1648,IA,Audubon County,47.7,2019,57.5,37.8,41.88,"Audubon County, IA"
1649,IA,Audubon County,47.1,2020,57.0,37.2,40.1,"Audubon County, IA"
1650,IA,Benton County,48.3,2018,59.1,37.5,27.03,"Benton County, IA"
1651,IA,Benton County,46.7,2019,56.7,36.8,45.82,"Benton County, IA"
1652,IA,Benton County,46.2,2020,55.9,36.5,39.49,"Benton County, IA"
1653,IA,Black Hawk County,48.1,2018,58.8,37.5,31.04,"Black Hawk County, IA"
1654,IA,Black Hawk County,46.2,2019,55.9,36.5,54.63,"Black Hawk County, IA"
1655,IA,Black Hawk County,46.3,2020,56.5,36.2,40.26,"Black Hawk County, IA"
1656,IA,Boone County,50.1,2018,60.9,39.3,31.04,"Boone County, IA"
1657,IA,Boone County,48.2,2019,57.8,38.4,46.45,"Boone County, IA"
1658,IA,Boone County,47.5,2020,57.3,37.6,40.04,"Boone County, IA"
1659,IA,Bremer County,47.9,2018,58.2,37.6,37.82,"Bremer County, IA"
1660,IA,Bremer County,45.9,2019,55.3,36.5,59.69,"Bremer County, IA"
1661,IA,Bremer County,45.8,2020,55.7,36.0,41.61,"Bremer County, IA"
1662,IA,Buchanan County,47.6,2018,58.1,37.1,32.7,"Buchanan County, IA"
1663,IA,Buchanan County,45.8,2019,55.4,36.1,52.83,"Buchanan County, IA"
1664,IA,Buchanan County,45.6,2020,55.4,35.7,42.89,"Buchanan County, IA"
1665,IA,Buena Vista County,48.2,2018,58.3,38.2,27.01,"Buena Vista County, IA"
1666,IA,Buena Vista County,45.9,2019,54.9,36.8,34.53,"Buena Vista County, IA"
1667,IA,Buena Vista County,45.3,2020,54.4,36.3,37.08,"Buena Vista County, IA"
1668,IA,Butler County,48.0,2018,58.1,37.8,34.0,"Butler County, IA"
1669,IA,Butler County,46.0,2019,55.3,36.8,52.72,"Butler County, IA"
1670,IA,Butler County,45.8,2020,55.6,36.1,38.64,"Butler County, IA"
1671,IA,Calhoun County,49.2,2018,59.6,38.7,29.36,"Calhoun County, IA"
1672,IA,Calhoun County,47.0,2019,56.6,37.4,43.15,"Calhoun County, IA"
1673,IA,Calhoun County,46.4,2020,56.1,36.7,37.54,"Calhoun County, IA"
1674,IA,Carroll County,49.6,2018,60.4,38.8,32.73,"Carroll County, IA"
1675,IA,Carroll County,47.5,2019,57.3,37.8,42.84,"Carroll County, IA"
1676,IA,Carroll County,47.1,2020,56.9,37.3,38.01,"Carroll County, IA"
1677,IA,Cass County,50.8,2018,61.8,39.8,34.65,"Cass County, IA"
1678,IA,Cass County,48.8,2019,58.8,38.9,42.15,"Cass County, IA"
1679,IA,Cass County,48.3,2020,58.3,38.3,41.6,"Cass County, IA"
1680,IA,Cedar County,49.8,2018,60.5,39.1,31.67,"Cedar County, IA"
1681,IA,Cedar County,48.2,2019,58.0,38.3,48.85,"Cedar County, IA"
1682,IA,Cedar County,48.3,2020,58.0,38.6,44.29,"Cedar County, IA"
1683,IA,Cerro Gordo County,47.1,2018,57.1,37.0,31.72,"Cerro Gordo County, IA"
1684,IA,Cerro Gordo County,45.1,2019,54.1,36.0,51.22,"Cerro Gordo County, IA"
1685,IA,Cerro Gordo County,44.8,2020,54.1,35.5,39.8,"Cerro Gordo County, IA"
1686,IA,Cherokee County,48.1,2018,58.7,37.4,26.83,"Cherokee County, IA"
1687,IA,Cherokee County,45.8,2019,55.2,36.4,36.76,"Cherokee County, IA"
1688,IA,Cherokee County,45.1,2020,54.5,35.8,39.53,"Cherokee County, IA"
1689,IA,Chickasaw County,46.8,2018,56.8,36.8,40.06,"Chickasaw County, IA"
1690,IA,Chickasaw County,44.8,2019,54.0,35.6,59.42,"Chickasaw County, IA"
1691,IA,Chickasaw County,44.6,2020,54.1,35.2,41.94,"Chickasaw County, IA"
1692,IA,Clarke County,51.8,2018,63.0,40.6,29.36,"Clarke County, IA"
1693,IA,Clarke County,49.9,2019,60.0,39.8,43.17,"Clarke County, IA"
1694,IA,Clarke County,49.4,2020,59.3,39.4,41.39,"Clarke County, IA"
1695,IA,Clay County,47.6,2018,58.0,37.2,32.08,"Clay County, IA"
1696,IA,Clay County,45.1,2019,54.4,35.8,42.35,"Clay County, IA"
1697,IA,Clay County,44.9,2020,54.3,35.5,40.19,"Clay County, IA"
1698,IA,Clayton County,47.9,2018,57.8,38.1,37.08,"Clayton County, IA"
1699,IA,Clayton County,46.3,2019,55.4,37.2,54.15,"Clayton County, IA"
1700,IA,Clayton County,46.0,2020,55.0,37.0,48.6,"Clayton County, IA"
1701,IA,Clinton County,50.4,2018,60.6,40.2,35.81,"Clinton County, IA"
1702,IA,Clinton County,48.8,2019,58.1,39.6,49.85,"Clinton County, IA"
1703,IA,Clinton County,49.1,2020,58.3,40.0,47.83,"Clinton County, IA"
1704,IA,Crawford County,49.5,2018,60.2,38.9,39.16,"Crawford County, IA"
1705,IA,Crawford County,47.6,2019,57.1,38.0,39.95,"Crawford County, IA"
1706,IA,Crawford County,47.1,2020,56.9,37.3,36.92,"Crawford County, IA"
1707,IA,Dallas County,51.1,2018,62.0,40.2,31.51,"Dallas County, IA"
1708,IA,Dallas County,49.0,2019,58.8,39.2,39.02,"Dallas County, IA"
1709,IA,Dallas County,48.3,2020,58.2,38.5,36.54,"Dallas County, IA"
1710,IA,Davis County,52.0,2018,62.8,41.2,28.0,"Davis County, IA"
1711,IA,Davis County,50.5,2019,60.7,40.2,36.64,"Davis County, IA"
1712,IA,Davis County,50.3,2020,59.8,40.8,47.48,"Davis County, IA"
1713,IA,Decatur County,52.4,2018,63.6,41.2,30.93,"Decatur County, IA"
1714,IA,Decatur County,50.7,2019,60.9,40.4,43.42,"Decatur County, IA"
1715,IA,Decatur County,50.1,2020,60.0,40.3,45.72,"Decatur County, IA"
1716,IA,Delaware County,48.2,2018,58.3,38.0,35.16,"Delaware County, IA"
1717,IA,Delaware County,46.4,2019,55.8,37.0,53.73,"Delaware County, IA"
1718,IA,Delaware County,46.3,2020,55.6,37.0,47.21,"Delaware County, IA"
1719,IA,Des Moines County,52.2,2018,62.6,41.8,30.82,"Des Moines County, IA"
1720,IA,Des Moines County,50.5,2019,60.1,40.9,41.16,"Des Moines County, IA"
1721,IA,Des Moines County,50.6,2020,59.7,41.4,48.0,"Des Moines County, IA"
1722,IA,Dickinson County,46.6,2018,56.6,36.6,34.01,"Dickinson County, IA"
1723,IA,Dickinson County,44.1,2019,53.2,35.0,46.42,"Dickinson County, IA"
