Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AR-041,Desha County,50.53,63,-0.99,51.52
AR-043,Drew County,51.94,61,-0.73,52.67
AR-045,Faulkner County,53.64,86,3.31,50.33
AR-047,Franklin County,52.23,87,4.14,48.09
AR-049,Fulton County,48.23,82,2.98,45.25
AR-051,Garland County,47.1,35,-5.55,52.65
AR-053,Grant County,47.72,40,-3.83,51.55
AR-055,Greene County,49.13,71,1.36,47.77
AR-057,Hempstead County,50.95,68,0.36,50.59
AR-059,Hot Spring County,44.5,21,-7.87,52.37
AR-061,Howard County,50.14,56,-1.83,51.97
AR-063,Independence County,52.71,87,4.31,48.4
AR-065,Izard County,48.61,85,2.86,45.75
AR-067,Jackson County,50.58,77,1.83,48.75
AR-069,Jefferson County,49.37,58,-1.87,51.24
AR-071,Johnson County,53.37,87,3.92,49.45
AR-073,Lafayette County,45.39,42,-4.49,49.88
AR-075,Lawrence County,48.41,71,1.01,47.4
AR-077,Lee County,55.3,84,4.13,51.17
AR-079,Lincoln County,50.91,64,-1.38,52.29
AR-081,Little River County,52.21,82,3.53,48.68
AR-083,Logan County,46.4,62,-0.47,46.87
AR-085,Lonoke County,49.6,65,-0.51,50.11
AR-087,Madison County,50.97,85,3.34,47.63
AR-089,Marion County,46.88,88,3.89,42.99
AR-091,Miller County,47.23,62,-1.72,48.95
AR-093,Mississippi County,50.87,75,2.3,48.57
AR-095,Monroe County,45.43,36,-5.18,50.61
AR-097,Montgomery County,49.51,48,-2.96,52.47
AR-099,Nevada County,51.22,73,0.13,51.09
AR-101,Newton County,48.56,71,0.36,48.2
AR-103,Ouachita County,51.12,70,-0.27,51.39
AR-105,Perry County,47.91,57,-1.13,49.04
AR-107,Phillips County,48.47,48,-3.31,51.78
AR-109,Pike County,52.13,60,-0.8,52.93
AR-111,Poinsett County,52.68,84,3.54,49.14
AR-113,Polk County,46.54,33,-6.25,52.79
AR-115,Pope County,51.05,80,1.65,49.4
AR-117,Prairie County,49.33,61,-0.8,50.13
AR-119,Pulaski County,51.41,73,0.68,50.73
AR-121,Randolph County,47.97,65,0.77,47.2
AR-123,St. Francis County,55.55,87,4.62,50.93
AR-125,Saline County,49.88,52,-2.32,52.2
AR-127,Scott County,46.05,52,-2.33,48.38
AR-129,Searcy County,46.77,70,0.31,46.46
AR-131,Sebastian County,48.91,81,3.5,45.41
AR-133,Sevier County,52.67,78,2.08,50.59
AR-135,Sharp County,52.96,95,6,46.96
AR-137,Stone County,51.98,89,4.35,47.63
AR-139,Union County,48.66,51,-3.6,52.26
AR-141,Van Buren County,52.24,73,1.66,50.58
AR-143,Washington County,51.63,93,4.6,47.03
AR-145,White County,53.59,90,3.33,50.26
AR-147,Woodruff County,54.35,94,4.39,49.96
AR-149,Yell County,45.42,50,-2.88,48.3
CA-001,Alameda County,19.87,78,1.13,18.74
CA-003,Alpine County,45.76,104,9.57,36.19
CA-005,Amador County,42.88,101,7.66,35.22
CA-007,Butte County,46.35,82,1.97,44.38
CA-009,Calaveras County,39.11,88,4.86,34.25
CA-011,Colusa County,21.31,57,-0.67,21.98
CA-013,Contra Costa County,20.18,78,1.71,18.47
CA-015,Del Norte County,86.02,87,5.86,80.16
CA-017,El Dorado County,55.57,105,10.92,44.65
CA-019,Fresno County,17.09,46,-2.51,19.6
CA-021,Glenn County,21.7,38,-4.16,25.86
CA-023,Humboldt County,69.42,85,5.91,63.51
CA-025,Imperial County,1.88,26,-1.5,3.38
CA-027,Inyo County,4.72,32,-1.53,6.25
CA-029,Kern County,6.09,23,-2.97,9.06
CA-031,Kings County,5.55,28,-2.06,7.61
CA-033,Lake County,42.96,63,-0.48,43.44
CA-035,Lassen County,23.29,92,2.84,20.45
CA-037,Los Angeles County,7.98,11,-7.56,15.54
CA-039,Madera County,20.38,47,-2.73,23.11
CA-041,Marin County,35.61,70,0.14,35.47
CA-043,Mariposa County,30.85,56,-1.95,32.8
CA-045,Mendocino County,50.62,61,-1.02,51.64
CA-047,Merced County,9.41,36,-1.85,11.26
CA-049,Modoc County,18.54,74,0.43,18.11
CA-051,Mono County,17.42,86,1.76,15.66
CA-053,Monterey County,16.88,39,-3.21,20.09
CA-055,Napa County,30.99,69,-0.08,31.07
CA-057,Nevada County,64.24,107,13.88,50.36
CA-059,Orange County,6.59,7,-6.95,13.54
CA-061,Placer County,58.08,107,12.3,45.78
CA-063,Plumas County,53.59,103,12.32,41.27
CA-065,Riverside County,5.14,26,-3.36,8.5
CA-067,Sacramento County,22.16,97,3.5,18.66
CA-069,San Benito County,12.28,23,-4.47,16.75
CA-071,San Bernardino County,3.77,16,-3.1,6.87
CA-073,San Diego County,9.56,26,-4.73,14.29
CA-075,San Francisco County,26.57,78,2.3,24.27
CA-077,San Joaquin County,14.8,74,0.76,14.04
CA-079,San Luis Obispo County,13.29,37,-3.85,17.14
CA-081,San Mateo County,29.05,66,0.41,28.64
CA-083,Santa Barbara County,14.52,40,-4.25,18.77
CA-085,Santa Clara County,23.59,70,0.47,23.12
CA-087,Santa Cruz County,34.44,76,1.4,33.04
CA-089,Shasta County,43.86,74,1.94,41.92
CA-091,Sierra County,61.18,112,15.38,45.8
CA-093,Siskiyou County,37.35,61,-1.52,38.87
CA-095,Solano County,22.07,84,2.31,19.76
CA-097,Sonoma County,41.1,60,-0.93,42.03
CA-099,Stanislaus County,12.73,51,-0.9,13.63
CA-101,Sutter County,20.76,90,1.81,18.95
CA-103,Tehama County,34.27,52,-2.25,36.52
CA-105,Trinity County,57.08,65,-0.44,57.52
CA-107,Tulare County,16.34,29,-5.5,21.84
CA-109,Tuolumne County,46.33,90,5.47,40.86
CA-111,Ventura County,13.6,31,-6.75,20.35
CA-113,Yolo County,22.38,86,2.4,19.98
CA-115,Yuba County,44.28,94,6.6,37.68
CO-001,Adams County,13.8,48,-1.36,15.16
CO-003,Alamosa County,12.31,100,1.93,10.38
CO-005,Arapahoe County,14.28,43,-1.62,15.9
CO-007,Archuleta County,17.32,14,-6.03,23.35
CO-009,Baca County,23.69,124,7.72,15.97
CO-011,Bent County,20.28,122,6.38,13.9
CO-013,Boulder County,20.85,76,0.76,20.09
CO-014,Broomfield County,15.4,78,0.66,14.74
CO-015,Chaffee County,15.24,28,-2.35,17.59
CO-017,Cheyenne County,20.26,116,4.87,15.39
CO-019,Clear Creek County,26.36,66,0.34,26.02
CO-021,Conejos County,17.41,67,0.19,17.22
CO-023,Costilla County,18.94,84,1.33,17.61
CO-025,Crowley County,18.4,123,6.39,12.01
CO-027,Custer County,20.55,71,0.06,20.49
CO-029,Delta County,11.28,2,-6.36,17.64
CO-031,Denver County,13.91,52,-1.1,15.01
CO-033,Dolores County,14.29,3,-9.02,23.31
CO-035,Douglas County,17.44,59,-0.8,18.24
CO-037,Eagle County,19.31,10,-4.7,24.01
CO-039,Elbert County,17.31,75,0.74,16.57
CO-041,El Paso County,18.57,102,2.54,16.03
CO-043,Fremont County,14.98,80,0.69,14.29
CO-045,Garfield County,14.53,3,-7.94,22.47
CO-047,Gilpin County,22.44,61,-0.44,22.88
CO-049,Grand County,21.02,46,-1.34,22.36
CO-051,Gunnison County,17.67,11,-5.54,23.21
CO-053,Hinsdale County,20.97,4,-9.87,30.84
CO-055,Huerfano County,22.46,118,4.55,17.91
CO-057,Jackson County,22.07,49,-1.04,23.11
CO-059,Jefferson County,17.87,59,-0.32,18.19
CO-061,Kiowa County,20.52,122,6.27,14.25
CO-063,Kit Carson County,22.06,114,5.22,16.84
CO-065,Lake County,22.87,48,-1.33,24.2
CO-067,La Plata County,14.01,4,-9.34,23.35
CO-069,Larimer County,21.89,95,1.9,19.99
CO-071,Las Animas County,22.61,121,6.32,16.29
CO-073,Lincoln County,17.42,111,3.14,14.28
CO-075,Logan County,15.3,45,-1.34,16.64
CO-077,Mesa County,10.17,3,-6.69,16.86
CO-079,Mineral County,19.35,5,-11.16,30.51
CO-081,Moffat County,13.06,30,-1.77,14.83
CO-083,Montezuma County,11.15,8,-6.01,17.16
CO-085,Montrose County,9.67,4,-5.82,15.49
CO-087,Morgan County,13.8,52,-0.72,14.52
CO-089,Otero County,20.96,124,7.54,13.42
CO-091,Ouray County,17.27,16,-5.04,22.31
CO-093,Park County,17.14,63,-0.22,17.36
CO-095,Phillips County,18.65,76,0.7,17.95
CO-097,Pitkin County,22.55,10,-6.56,29.11
CO-099,Prowers County,21.89,119,6.72,15.17
CO-101,Pueblo County,18.18,117,4.6,13.58
CO-103,Rio Blanco County,14.85,14,-3.97,18.82
CO-105,Rio Grande County,12.9,44,-1.68,14.58
CO-107,Routt County,21.08,22,-3.96,25.04
CO-109,Saguache County,14.28,34,-2.33,16.61
CO-111,San Juan County,26.06,1,-15.61,41.67
CO-113,San Miguel County,11.88,3,-7.18,19.06
CO-115,Sedgwick County,17.91,63,-0.21,18.12
CO-117,Summit County,24.33,40,-2.18,26.51
CO-119,Teller County,19.14,67,-0.04,19.18
CO-121,Washington County,16.4,62,-0.11,16.51
CO-123,Weld County,14.82,83,0.95,13.87
CO-125,Yuma County,19.72,96,2.16,17.56
CT-001,Fairfield County,41.23,25,-6.59,47.82
CT-003,Hartford County,44.93,53,-1.57,46.5
CT-005,Litchfield County,44.72,37,-3.46,48.18
CT-007,Middlesex County,42.35,33,-4.42,46.77
CT-009,New Haven County,42.58,29,-4.93,47.51
CT-011,New London County,44.51,59,-1.14,45.65
CT-013,Tolland County,47.34,78,1.71,45.63
CT-015,Windham County,48.03,81,2.29,45.74
DE-001,Kent County,43.99,72,1.01,42.98
DE-003,New Castle County,41.16,47,-2,43.16
DE-005,Sussex County,46.47,87,2.94,43.53
FL-001,Alachua County,65.94,122,13.22,52.72
FL-003,Baker County,54.85,88,3.25,51.6
FL-005,Bay County,50.33,26,-8.37,58.7
FL-007,Bradford County,65.13,121,12.73,52.4
FL-009,Brevard County,60.09,114,9.45,50.64
FL-011,Broward County,67.82,111,10.63,57.19
FL-013,Calhoun County,51.98,32,-6.32,58.3
FL-015,Charlotte County,58.07,105,7.07,51
FL-017,Citrus County,52.78,72,-0.68,53.46
FL-019,Clay County,67.6,125,15.63,51.97
FL-021,Collier County,70.35,124,18.12,52.23
FL-023,Columbia County,54.19,83,2.61,51.58
FL-027,DeSoto County,60.61,111,9.11,51.5
FL-029,Dixie County,64.91,111,11.1,53.81
FL-031,Duval County,59.95,113,9.63,50.32
FL-033,Escambia County,72.61,106,10.05,62.56
FL-035,Flagler County,65.82,121,13.84,51.98
FL-037,Franklin County,50.53,35,-7.88,58.41
FL-039,Gadsden County,46.44,24,-10.31,56.75
FL-041,Gilchrist County,63.11,114,10.25,52.86
FL-043,Glades County,52.86,80,2.38,50.48
FL-045,Gulf County,52.39,41,-6.28,58.67
FL-047,Hamilton County,47.18,40,-4.74,51.92
FL-049,Hardee County,60.8,113,8.13,52.67
FL-051,Hendry County,53.12,69,1.1,52.02
FL-053,Hernando County,53.35,72,-0.34,53.69
FL-055,Highlands County,56.63,103,5.94,50.69
FL-057,Hillsborough County,54.36,74,1.85,52.51
FL-059,Holmes County,52.46,44,-5.46,57.92
FL-061,Indian River County,59.37,105,6.72,52.65
FL-063,Jackson County,49.4,36,-5.47,54.87
FL-065,Jefferson County,45.14,23,-10.08,55.22
FL-067,Lafayette County,57.45,82,2.94,54.51
FL-069,Lake County,58.2,110,7.1,51.1
FL-071,Lee County,63.25,118,13.1,50.15
FL-073,Leon County,45.83,20,-11.59,57.42
FL-075,Levy County,59.2,99,6.08,53.12
FL-077,Liberty County,51.97,33,-7.04,59.01
FL-079,Madison County,46.95,29,-6.76,53.71
FL-081,Manatee County,61.85,113,9.14,52.71
FL-083,Marion County,61.66,111,8.74,52.92
FL-085,Martin County,65.34,117,11.08,54.26
FL-086,Miami-Dade County,57.84,79,2.59,55.25
FL-087,Monroe County,51.74,73,0.79,50.95
FL-089,Nassau County,55.81,92,5.16,50.65
FL-091,Okaloosa County,64,75,3.06,60.94
FL-093,Okeechobee County,57.38,103,6.36,51.02
FL-095,Orange County,52.64,79,2.05,50.59
FL-097,Osceola County,54.54,92,4,50.54
FL-099,Palm Beach County,62.87,103,5.82,57.05
FL-101,Pasco County,53.07,69,-0.16,53.23
FL-103,Pinellas County,54.25,80,2.5,51.75
FL-105,Polk County,51.85,63,-0.07,51.92
FL-107,Putnam County,73.02,126,19.75,53.27
FL-109,St. Johns County,71.64,126,20.55,51.09
FL-111,St. Lucie County,63.95,114,10.98,52.97
FL-113,Santa Rosa County,64.16,73,1.86,62.3
FL-115,Sarasota County,63.47,115,11.24,52.23
FL-117,Seminole County,50.77,65,0.04,50.73
FL-119,Sumter County,55.11,88,2.59,52.52
FL-121,Suwannee County,52.83,67,-0.42,53.25
FL-123,Taylor County,52.05,48,-3.66,55.71
FL-125,Union County,60.72,113,8.91,51.81
FL-127,Volusia County,56.1,93,5.01,51.09
FL-129,Wakulla County,48.15,24,-10.22,58.37
FL-131,Walton County,60.06,64,-0.32,60.38
FL-133,Washington County,50.31,30,-7.24,57.55
GA-001,Appling County,41.07,25,-6.94,48.01
GA-003,Atkinson County,42.01,29,-6.78,48.79
GA-005,Bacon County,38.41,15,-9.82,48.23
GA-007,Baker County,38.63,9,-13.25,51.88
GA-009,Baldwin County,40.18,28,-6.38,46.56
GA-011,Banks County,49.38,47,-3.64,53.02
GA-013,Barrow County,51.53,72,0.73,50.8
GA-015,Bartow County,48.76,51,-2.55,51.31
GA-017,Ben Hill County,41.66,31,-5.91,47.57
GA-019,Berrien County,42.47,28,-6.03,48.5
GA-021,Bibb County,38.38,21,-8.13,46.51
GA-023,Bleckley County,37.97,19,-9.05,47.02
GA-025,Brantley County,44.54,33,-5.42,49.96
GA-027,Brooks County,41.86,20,-10.17,52.03
GA-029,Bryan County,45.46,50,-3.56,49.02
GA-031,Bulloch County,43.07,43,-4.53,47.6
GA-033,Burke County,35.5,11,-10.03,45.53
GA-035,Butts County,43.45,35,-6.02,49.47
GA-037,Calhoun County,40.46,16,-11.58,52.04
GA-039,Camden County,47.54,52,-3.44,50.98
GA-043,Candler County,40.95,36,-6.06,47.01
GA-045,Carroll County,59.58,94,5.94,53.64
GA-047,Catoosa County,52.78,68,-0.23,53.01
GA-049,Charlton County,47.79,51,-2.51,50.3
GA-051,Chatham County,46.74,55,-2.36,49.1
GA-053,Chattahoochee County,42.38,32,-6.41,48.79
GA-055,Chattooga County,51.42,46,-3.52,54.94
GA-057,Cherokee County,52.57,58,-1.07,53.64
GA-059,Clarke County,53.15,82,3.13,50.02
GA-061,Clay County,42.78,25,-9.6,52.38
GA-063,Clayton County,49.41,68,-0.8,50.21
GA-065,Clinch County,42.23,29,-7.61,49.84
GA-067,Cobb County,50.95,66,-0.32,51.27
GA-069,Coffee County,41.29,25,-6.93,48.22
GA-071,Colquitt County,40.1,18,-10.2,50.3
GA-073,Columbia County,38.12,20,-8,46.12
GA-075,Cook County,41.61,23,-7.77,49.38
GA-077,Coweta County,54.2,85,2.78,51.42
GA-079,Crawford County,37.87,13,-10.31,48.18
GA-081,Crisp County,44.65,55,-2.41,47.06
GA-083,Dade County,57.01,82,2.82,54.19
GA-085,Dawson County,59.23,64,-0.24,59.47
GA-087,Decatur County,41.98,19,-11.77,53.75
GA-089,DeKalb County,49.82,63,-0.82,50.64
GA-091,Dodge County,38.31,16,-9.17,47.48
GA-093,Dooly County,42.32,38,-4.93,47.25
GA-095,Dougherty County,40.08,15,-9.46,49.54
GA-097,Douglas County,54.51,82,2.47,52.04
GA-099,Early County,43.95,27,-9.28,53.23
GA-101,Echols County,44.18,31,-6.78,50.96
GA-103,Effingham County,45.69,53,-2.62,48.31
GA-105,Elbert County,45.81,54,-2.7,48.51
GA-107,Emanuel County,39.48,27,-6.95,46.43
GA-109,Evans County,43.51,45,-4.07,47.58
GA-111,Fannin County,61.42,69,1.33,60.09
GA-113,Fayette County,50.04,72,-0.19,50.23
GA-115,Floyd County,49.47,48,-2.71,52.18
GA-117,Forsyth County,50.3,47,-3.39,53.69
GA-119,Franklin County,45.44,40,-4.99,50.43
GA-121,Fulton County,50.71,67,-0.35,51.06
GA-123,Gilmer County,65.75,81,4.16,61.59
GA-125,Glascock County,38.4,20,-8.54,46.94
GA-127,Glynn County,45.66,41,-5.16,50.82
GA-129,Gordon County,51.95,61,-0.94,52.89
GA-131,Grady County,40.59,11,-13.38,53.97
GA-133,Greene County,47.51,64,-0.59,48.1
GA-135,Gwinnett County,49.77,58,-1.64,51.41
GA-137,Habersham County,55.46,27,-8.32,63.78
GA-139,Hall County,52.24,50,-2.53,54.77
GA-141,Hancock County,40.34,29,-6.94,47.28
GA-143,Haralson County,54.43,73,1.1,53.33
GA-145,Harris County,46.46,40,-5.03,51.49
GA-147,Hart County,48.07,62,-1.19,49.26
GA-149,Heard County,57.11,91,4,53.11
GA-151,Henry County,47.59,55,-2.51,50.1
GA-153,Houston County,37.91,18,-9.27,47.18
GA-155,Irwin County,42.54,36,-5.1,47.64
GA-157,Jackson County,50.17,65,-0.5,50.67
GA-159,Jasper County,41.74,32,-7.37,49.11
GA-161,Jeff Davis County,40.39,22,-7,47.39
GA-163,Jefferson County,37.92,16,-8.37,46.29
GA-165,Jenkins County,38.32,20,-7.99,46.31
GA-167,Johnson County,39.3,22,-7.14,46.44
GA-169,Jones County,39.82,24,-7.32,47.14
GA-171,Lamar County,41.73,23,-8.28,50.01
GA-173,Lanier County,42.32,26,-7.33,49.65
GA-175,Laurens County,39.09,22,-7.67,46.76
GA-177,Lee County,44.65,46,-4.13,48.78
GA-179,Liberty County,44.78,39,-4.49,49.27
GA-181,Lincoln County,39.23,25,-8.01,47.24
GA-183,Long County,44.56,39,-4.46,49.02
GA-185,Lowndes County,43.07,28,-7.85,50.92
GA-187,Lumpkin County,62,60,-0.78,62.78
GA-189,McDuffie County,38.37,20,-8.67,47.04
GA-191,McIntosh County,44.33,35,-6.01,50.34
GA-193,Macon County,40.47,25,-7.72,48.19
GA-195,Madison County,49.36,66,-0.41,49.77
GA-197,Marion County,43.49,32,-6.09,49.58
GA-199,Meriwether County,46.32,37,-4.94,51.26
GA-201,Miller County,42.22,20,-11.17,53.39
GA-205,Mitchell County,38.39,9,-12.5,50.89
GA-207,Monroe County,39.57,18,-9.03,48.6
GA-209,Montgomery County,41.73,38,-4.79,46.52
GA-211,Morgan County,48.18,61,-1.04,49.22
GA-213,Murray County,61.65,90,5.36,56.29
GA-215,Muscogee County,43.18,33,-6.56,49.74
GA-217,Newton County,45.11,39,-5.01,50.12
GA-219,Oconee County,54.2,87,4.24,49.96
GA-221,Oglethorpe County,49.53,71,0.77,48.76
GA-223,Paulding County,51.22,66,-0.31,51.53
GA-225,Peach County,37.8,16,-9.57,47.37
GA-227,Pickens County,59.62,77,1.95,57.67
GA-229,Pierce County,41.45,27,-7.35,48.8
GA-231,Pike County,43.85,30,-6.54,50.39
GA-233,Polk County,47.64,47,-3.62,51.26
GA-235,Pulaski County,40.09,28,-6.87,46.96
GA-237,Putnam County,42.37,34,-5.39,47.76
GA-239,Quitman County,43.24,30,-7.51,50.75
GA-241,Rabun County,58.21,22,-11.23,69.44
GA-243,Randolph County,42.64,28,-8.62,51.26
GA-245,Richmond County,36.51,16,-8.47,44.98
GA-247,Rockdale County,48.26,55,-2.26,50.52
GA-249,Schley County,43.91,37,-5.24,49.15
GA-251,Screven County,41.25,37,-5.42,46.67
GA-253,Seminole County,46.7,34,-6.86,53.56
GA-255,Spalding County,46.48,51,-3.38,49.86
GA-257,Stephens County,50.12,41,-5.79,55.91
GA-259,Stewart County,42.98,30,-6.31,49.29
GA-261,Sumter County,45.5,50,-3.21,48.71
GA-263,Talbot County,41.76,22,-8.97,50.73
GA-265,Taliaferro County,41.14,33,-6.94,48.08
GA-267,Tattnall County,43.7,49,-3.87,47.57
GA-269,Taylor County,40.24,19,-9.08,49.32
GA-271,Telfair County,40.34,22,-7.06,47.4
GA-273,Terrell County,43.89,34,-6.35,50.24
GA-275,Thomas County,40.75,16,-12.43,53.18
GA-277,Tift County,42.36,30,-5.86,48.22
GA-279,Toombs County,42.14,38,-4.81,46.95
GA-281,Towns County,58.07,39,-4.93,63
GA-283,Treutlen County,40.86,35,-5.66,46.52
GA-285,Troup County,52.26,71,0.34,51.92
GA-287,Turner County,43.79,43,-3.97,47.76
GA-289,Twiggs County,37.56,15,-9.11,46.67
GA-291,Union County,60.67,63,-0.3,60.97
GA-293,Upson County,39.35,12,-10.88,50.23
GA-295,Walker County,49.04,39,-4.87,53.91
GA-297,Walton County,51.14,70,0.5,50.64
GA-299,Ware County,41.92,27,-7.23,49.15
GA-301,Warren County,38.68,21,-8.83,47.51
GA-303,Washington County,38.99,21,-7.43,46.42
GA-305,Wayne County,44.04,36,-5.46,49.5
GA-307,Webster County,44.33,37,-5.36,49.69
GA-309,Wheeler County,41,29,-5.73,46.73
GA-311,White County,58.87,45,-5.22,64.09
GA-313,Whitfield County,54.7,70,1.01,53.69
GA-315,Wilcox County,41.39,30,-5.89,47.28
GA-317,Wilkes County,40.91,35,-7.18,48.09
GA-319,Wilkinson County,38.31,18,-8.06,46.37
GA-321,Worth County,42.21,30,-6.21,48.42
ID-001,Ada County,13.89,94,1.57,12.32
ID-003,Adams County,36.01,95,3.55,32.46
ID-005,Bannock County,20.17,75,0.68,19.49
ID-007,Bear Lake County,25.02,101,3.6,21.42
ID-009,Benewah County,41.75,125,10.39,31.36
ID-011,Bingham County,15.2,90,1.7,13.5
ID-013,Blaine County,22.48,108,3.67,18.81
ID-015,Boise County,39.65,118,9.09,30.56
ID-017,Bonner County,44.56,118,8.65,35.91
ID-019,Bonneville County,23.03,90,2.71,20.32
ID-021,Boundary County,51.76,122,13.68,38.08
ID-023,Butte County,15.38,87,1.8,13.58
ID-025,Camas County,28.1,105,3.71,24.39
ID-027,Canyon County,10.84,93,1.29,9.55
ID-029,Caribou County,25.65,102,3.25,22.4
ID-031,Cassia County,17.66,98,2.15,15.51
ID-033,Clark County,17.39,80,0.28,17.11
ID-035,Clearwater County,54.56,107,7.8,46.76
ID-037,Custer County,29.42,120,6.83,22.59
ID-039,Elmore County,24.17,107,4,20.17
ID-041,Franklin County,23.71,71,0.68,23.03
ID-043,Fremont County,23.87,91,2.21,21.66
ID-045,Gem County,21.69,96,2.91,18.78
ID-047,Gooding County,12.08,94,0.9,11.18
ID-049,Idaho County,43.67,112,6.14,37.53
ID-051,Jefferson County,10.17,77,0.49,9.68
ID-053,Jerome County,10.76,89,1.03,9.73
